ave values, 0.043508
std values, 0.019062
min values, 0.018496
max values, 0.164717
median values, 0.037590
fake_image_00000.png,0.074628
fake_image_00001.png,0.044534
fake_image_00002.png,0.040856
fake_image_00003.png,0.030661
fake_image_00004.png,0.037589
fake_image_00005.png,0.053319
fake_image_00006.png,0.053956
fake_image_00007.png,0.072863
fake_image_00008.png,0.024295
fake_image_00009.png,0.063438
fake_image_00010.png,0.073425
fake_image_00011.png,0.043177
fake_image_00012.png,0.026199
fake_image_00013.png,0.069822
fake_image_00014.png,0.027249
fake_image_00015.png,0.080085
fake_image_00016.png,0.034480
fake_image_00017.png,0.065062
fake_image_00018.png,0.047693
fake_image_00019.png,0.050200
fake_image_00020.png,0.042838
fake_image_00021.png,0.034709
fake_image_00022.png,0.046706
fake_image_00023.png,0.061095
fake_image_00024.png,0.034972
fake_image_00025.png,0.047730
fake_image_00026.png,0.029643
fake_image_00027.png,0.069556
fake_image_00028.png,0.037810
fake_image_00029.png,0.085811
fake_image_00030.png,0.054380
fake_image_00031.png,0.038443
fake_image_00032.png,0.090763
fake_image_00033.png,0.063381
fake_image_00034.png,0.030892
fake_image_00035.png,0.047980
fake_image_00036.png,0.089590
fake_image_00037.png,0.063700
fake_image_00038.png,0.050717
fake_image_00039.png,0.033901
fake_image_00040.png,0.026944
fake_image_00041.png,0.035942
fake_image_00042.png,0.101866
fake_image_00043.png,0.040387
fake_image_00044.png,0.064765
fake_image_00045.png,0.069737
fake_image_00046.png,0.031663
fake_image_00047.png,0.031172
fake_image_00048.png,0.055599
fake_image_00049.png,0.037949
fake_image_00050.png,0.042454
fake_image_00051.png,0.058274
fake_image_00052.png,0.034574
fake_image_00053.png,0.028169
fake_image_00054.png,0.045657
fake_image_00055.png,0.031281
fake_image_00056.png,0.034376
fake_image_00057.png,0.035893
fake_image_00058.png,0.039952
fake_image_00059.png,0.042653
fake_image_00060.png,0.032478
fake_image_00061.png,0.053569
fake_image_00062.png,0.085197
fake_image_00063.png,0.031208
fake_image_00064.png,0.029050
fake_image_00065.png,0.056314
fake_image_00066.png,0.034189
fake_image_00067.png,0.041052
fake_image_00068.png,0.030261
fake_image_00069.png,0.084420
fake_image_00070.png,0.023831
fake_image_00071.png,0.100327
fake_image_00072.png,0.053566
fake_image_00073.png,0.052022
fake_image_00074.png,0.032221
fake_image_00075.png,0.026907
fake_image_00076.png,0.034873
fake_image_00077.png,0.032238
fake_image_00078.png,0.036374
fake_image_00079.png,0.094813
fake_image_00080.png,0.056465
fake_image_00081.png,0.095206
fake_image_00082.png,0.034313
fake_image_00083.png,0.030481
fake_image_00084.png,0.039230
fake_image_00085.png,0.037829
fake_image_00086.png,0.037481
fake_image_00087.png,0.042688
fake_image_00088.png,0.030514
fake_image_00089.png,0.027459
fake_image_00090.png,0.123927
fake_image_00091.png,0.032717
fake_image_00092.png,0.028078
fake_image_00093.png,0.056656
fake_image_00094.png,0.077643
fake_image_00095.png,0.050996
fake_image_00096.png,0.033182
fake_image_00097.png,0.073954
fake_image_00098.png,0.041002
fake_image_00099.png,0.025993
fake_image_00100.png,0.030029
fake_image_00101.png,0.039671
fake_image_00102.png,0.044155
fake_image_00103.png,0.056048
fake_image_00104.png,0.025829
fake_image_00105.png,0.059555
fake_image_00106.png,0.052247
fake_image_00107.png,0.040902
fake_image_00108.png,0.031243
fake_image_00109.png,0.035281
fake_image_00110.png,0.038709
fake_image_00111.png,0.041562
fake_image_00112.png,0.028532
fake_image_00113.png,0.047344
fake_image_00114.png,0.031725
fake_image_00115.png,0.085696
fake_image_00116.png,0.027402
fake_image_00117.png,0.030053
fake_image_00118.png,0.024300
fake_image_00119.png,0.050290
fake_image_00120.png,0.044278
fake_image_00121.png,0.028850
fake_image_00122.png,0.028220
fake_image_00123.png,0.036357
fake_image_00124.png,0.044669
fake_image_00125.png,0.050131
fake_image_00126.png,0.029180
fake_image_00127.png,0.037599
fake_image_00128.png,0.050639
fake_image_00129.png,0.028696
fake_image_00130.png,0.065151
fake_image_00131.png,0.042695
fake_image_00132.png,0.018496
fake_image_00133.png,0.055063
fake_image_00134.png,0.066271
fake_image_00135.png,0.049930
fake_image_00136.png,0.036353
fake_image_00137.png,0.026959
fake_image_00138.png,0.045970
fake_image_00139.png,0.045866
fake_image_00140.png,0.035476
fake_image_00141.png,0.027310
fake_image_00142.png,0.106786
fake_image_00143.png,0.039228
fake_image_00144.png,0.036799
fake_image_00145.png,0.030173
fake_image_00146.png,0.058074
fake_image_00147.png,0.045034
fake_image_00148.png,0.036243
fake_image_00149.png,0.053537
fake_image_00150.png,0.029604
fake_image_00151.png,0.052721
fake_image_00152.png,0.027727
fake_image_00153.png,0.032255
fake_image_00154.png,0.034445
fake_image_00155.png,0.047190
fake_image_00156.png,0.031116
fake_image_00157.png,0.034166
fake_image_00158.png,0.043004
fake_image_00159.png,0.038698
fake_image_00160.png,0.037044
fake_image_00161.png,0.028851
fake_image_00162.png,0.043814
fake_image_00163.png,0.050754
fake_image_00164.png,0.022657
fake_image_00165.png,0.063827
fake_image_00166.png,0.036343
fake_image_00167.png,0.028835
fake_image_00168.png,0.032302
fake_image_00169.png,0.043936
fake_image_00170.png,0.064890
fake_image_00171.png,0.034832
fake_image_00172.png,0.071124
fake_image_00173.png,0.030561
fake_image_00174.png,0.054723
fake_image_00175.png,0.028062
fake_image_00176.png,0.031645
fake_image_00177.png,0.024490
fake_image_00178.png,0.035978
fake_image_00179.png,0.019716
fake_image_00180.png,0.038366
fake_image_00181.png,0.058766
fake_image_00182.png,0.057174
fake_image_00183.png,0.039695
fake_image_00184.png,0.028226
fake_image_00185.png,0.050555
fake_image_00186.png,0.032841
fake_image_00187.png,0.029495
fake_image_00188.png,0.038538
fake_image_00189.png,0.039338
fake_image_00190.png,0.033235
fake_image_00191.png,0.080714
fake_image_00192.png,0.029266
fake_image_00193.png,0.048396
fake_image_00194.png,0.029463
fake_image_00195.png,0.046954
fake_image_00196.png,0.031135
fake_image_00197.png,0.052205
fake_image_00198.png,0.031113
fake_image_00199.png,0.024886
fake_image_00200.png,0.027814
fake_image_00201.png,0.044717
fake_image_00202.png,0.041895
fake_image_00203.png,0.034582
